customer_id,age,state,account_age_days,tier,device_type,kyc_status,registration_date,is_churned,churn_date
CUST_001931,44.0,Sabah,327,Basic,Android,Verified,2023-12-09,0,
CUST_001932,18.0,Terengganu,175,Basic,Android,Verified,2024-05-09,0,
CUST_001933,36.0,Terengganu,103,Basic,Android,Verified,2024-07-20,1,2024-10-27
CUST_001934,28.0,Johor,191,Basic,Both,Verified,2024-04-23,0,
CUST_001935,29.0,Pahang,5,Basic,iOS,Verified,2024-10-26,0,
CUST_001936,18.0,Kuala Lumpur,14,Basic,Both,Verified,2024-10-17,1,2024-10-22
CUST_001937,48.0,Penang,444,Gold,iOS,Verified,2023-08-14,1,2024-10-09
CUST_001938,18.0,Johor,98,Basic,Android,Verified,2024-07-25,0,
CUST_001939,24.0,Johor,606,Gold,Android,Verified,2023-03-05,1,2024-10-05
CUST_001940,29.0,Selangor,76,Basic,Android,Verified,2024-08-16,0,
CUST_001941,18.0,Selangor,320,Basic,Android,Verified,2023-12-16,0,
CUST_001942,41.0,Penang,24,Basic,Both,Verified,2024-10-07,1,2024-10-08
CUST_001943,18.0,Sabah,1427,Premium,Android,Verified,2020-12-04,0,
CUST_001944,38.0,Selangor,309,Silver,Android,Verified,2023-12-27,0,
CUST_001945,29.0,Johor,1339,Basic,Android,Verified,2021-03-02,1,2024-10-17
CUST_001946,34.0,Selangor,223,Basic,Both,Verified,2024-03-22,0,
CUST_001947,32.0,Penang,309,Basic,Android,Verified,2023-12-27,0,
CUST_001948,24.0,Selangor,103,Silver,Android,Verified,2024-07-20,0,
CUST_001949,34.0,Selangor,135,Basic,Android,Verified,2024-06-18,1,2024-10-26
CUST_001950,38.0,Sarawak,932,Gold,Android,Verified,2022-04-13,0,
CUST_001951,40.0,Kuala Lumpur,159,Silver,iOS,Incomplete,2024-05-25,1,2024-10-30
CUST_001952,42.0,Penang,208,Basic,Both,Verified,2024-04-06,0,
CUST_001953,45.0,Penang,158,Basic,Android,Verified,2024-05-26,0,
CUST_001954,38.0,Pahang,56,Basic,,Verified,2024-09-05,1,2024-10-26
CUST_001955,40.0,Penang,120,Basic,Android,Verified,2024-07-03,0,
CUST_001956,36.0,Pahang,180,Basic,Android,Verified,2024-05-04,1,2024-10-23
CUST_001957,25.0,Sabah,689,Gold,Android,Verified,2022-12-12,0,
CUST_001958,57.0,Kuala Lumpur,229,Basic,Both,Verified,2024-03-16,0,
CUST_001959,33.0,Johor,446,Gold,Android,Verified,2023-08-12,0,
CUST_001960,37.0,Johor,125,Silver,iOS,Verified,2024-06-28,0,
CUST_001961,40.0,Kuala Lumpur,193,Basic,iOS,Verified,2024-04-21,1,2024-10-05
CUST_001962,34.0,Terengganu,159,Silver,Android,Verified,2024-05-25,0,
CUST_001963,18.0,Kuala Lumpur,25,Basic,iOS,Verified,2024-10-06,1,2024-10-11
CUST_001964,28.0,Perak,4,Basic,Android,Verified,2024-10-27,1,2024-10-09
CUST_001965,36.0,Terengganu,695,Gold,iOS,Verified,2022-12-06,0,
CUST_001966,29.0,Pahang,62,Basic,Both,Verified,2024-08-30,0,
CUST_001967,21.0,Penang,877,Premium,Android,Verified,2022-06-07,1,2024-10-26
CUST_001968,48.0,Johor,843,Premium,iOS,Verified,2022-07-11,0,
CUST_001969,27.0,Penang,298,Basic,iOS,Verified,2024-01-07,0,
CUST_001970,30.0,Pahang,287,Basic,iOS,Verified,2024-01-18,1,2024-10-08
CUST_001971,30.0,Selangor,143,Basic,Both,Verified,2024-06-10,1,2024-10-12
CUST_001972,46.0,Penang,568,Gold,iOS,Verified,2023-04-12,0,
CUST_001973,46.0,Pahang,770,Premium,iOS,Verified,2022-09-22,0,
CUST_001974,51.0,Pahang,171,Basic,iOS,Verified,2024-05-13,0,
CUST_001975,25.0,Kuala Lumpur,431,Basic,Android,Verified,2023-08-27,0,
CUST_001976,51.0,Kuala Lumpur,392,Gold,Android,Verified,2023-10-05,0,
CUST_001977,29.0,Kuala Lumpur,305,Silver,Android,Verified,2023-12-31,1,2024-10-26
CUST_001978,47.0,Perak,367,Silver,Android,Verified,2023-10-30,0,
CUST_001979,30.0,Kuala Lumpur,6,Basic,iOS,Verified,2024-10-25,0,
CUST_001980,36.0,Kelantan,143,Basic,Android,Verified,2024-06-10,0,
CUST_001981,18.0,Kuala Lumpur,367,Gold,iOS,Verified,2023-10-30,0,
CUST_001982,21.0,Johor,897,Basic,Android,Verified,2022-05-18,0,
CUST_001983,32.0,Selangor,80,Basic,Android,Verified,2024-08-12,0,
CUST_001984,38.0,Penang,500,Gold,,Verified,2023-06-19,0,
CUST_001985,45.0,Kuala Lumpur,501,Basic,iOS,Verified,2023-06-18,0,
CUST_001986,45.0,Johor,514,Silver,,Verified,2023-06-05,1,2024-10-24
CUST_001987,41.0,Kuala Lumpur,12,Basic,Android,Verified,2024-10-19,0,
CUST_001988,40.0,Selangor,182,Basic,iOS,Verified,2024-05-02,0,
CUST_001989,31.0,Selangor,526,Gold,Android,Verified,2023-05-24,1,2024-10-19
CUST_001990,34.0,Kuala Lumpur,753,Basic,iOS,Verified,2022-10-09,0,
CUST_001991,31.0,Terengganu,240,Basic,iOS,Verified,2024-03-05,0,
CUST_001992,20.0,Pahang,205,Basic,Both,Verified,2024-04-09,1,2024-10-13
CUST_001993,29.0,Kuala Lumpur,126,Basic,Android,Verified,2024-06-27,0,
CUST_001994,27.0,Kelantan,189,Silver,Android,Verified,2024-04-25,0,
CUST_001995,49.0,Perak,190,Silver,Android,Verified,2024-04-24,0,
CUST_001996,36.0,Selangor,471,Gold,iOS,Verified,2023-07-18,1,2024-10-21
CUST_001997,38.0,Perak,865,Premium,iOS,Verified,2022-06-19,1,2024-10-27
CUST_001998,37.0,Kuala Lumpur,923,Premium,iOS,Verified,2022-04-22,1,2024-10-26
CUST_001999,22.0,Johor,25,Basic,iOS,Verified,2024-10-06,0,
CUST_002000,43.0,Kuala Lumpur,305,Basic,Both,Verified,2023-12-31,1,2024-10-28
CUST_002001,44.0,Kuala Lumpur,159,Silver,iOS,Incomplete,2024-05-25,1,2024-10-04
CUST_002002,34.0,Selangor,1581,Premium,iOS,Verified,2020-07-03,0,
CUST_002003,18.0,Kuala Lumpur,47,Basic,Both,Verified,2024-09-14,1,2024-10-20
CUST_002004,25.0,Kelantan,23,Basic,Android,Verified,2024-10-08,0,
CUST_002005,60.0,Johor,88,Basic,Android,Verified,2024-08-04,0,
CUST_002006,52.0,Selangor,100,Basic,iOS,Verified,2024-07-23,0,
CUST_002007,35.0,Kelantan,294,Silver,Both,Verified,2024-01-11,1,2024-10-22
CUST_002008,41.0,Penang,192,Basic,Android,Verified,2024-04-22,0,
CUST_002009,53.0,Johor,288,Basic,,Verified,2024-01-17,1,2024-10-26
CUST_002010,31.0,Selangor,44,Basic,Android,Verified,2024-09-17,0,
CUST_002011,18.0,Selangor,739,Basic,Android,Verified,2022-10-23,0,
CUST_002012,35.0,Terengganu,2098,Premium,iOS,Verified,2019-02-02,0,
CUST_002013,25.0,Perak,271,Basic,iOS,Verified,2024-02-03,0,
CUST_002014,41.0,Pahang,229,Basic,Android,Verified,2024-03-16,0,
CUST_002015,38.0,Terengganu,341,Basic,Android,Verified,2023-11-25,0,
CUST_002016,60.0,Selangor,83,Basic,Android,Verified,2024-08-09,1,2024-10-06
CUST_002017,36.0,Selangor,155,Basic,iOS,Verified,2024-05-29,0,
CUST_002018,18.0,Terengganu,142,Basic,Android,Verified,2024-06-11,0,
CUST_002019,67.0,Johor,247,Silver,iOS,Verified,2024-02-27,1,2024-10-14
CUST_002020,27.0,Sarawak,1122,Premium,iOS,Verified,2021-10-05,0,
CUST_002021,62.0,Selangor,330,Silver,iOS,Verified,2023-12-06,0,
CUST_002022,,Penang,307,Basic,Android,Verified,2023-12-29,1,2024-10-06
CUST_002023,20.0,Penang,62,Basic,Both,Verified,2024-08-30,0,
CUST_002024,42.0,Sabah,135,Silver,Android,Verified,2024-06-18,0,
CUST_002025,34.0,Selangor,973,Premium,Both,Verified,2022-03-03,0,
CUST_002026,30.0,Johor,314,Basic,Android,Verified,2023-12-22,0,
CUST_002027,42.0,Selangor,419,Basic,Both,Verified,2023-09-08,1,2024-10-22
CUST_002028,48.0,Kuala Lumpur,342,Silver,Android,Verified,2023-11-24,0,
CUST_002029,41.0,Johor,142,Silver,iOS,Verified,2024-06-11,0,
CUST_002030,48.0,Penang,160,Basic,Both,Verified,2024-05-24,1,2024-10-09
CUST_002031,37.0,Kuala Lumpur,315,Basic,Android,Verified,2023-12-21,0,
CUST_002032,52.0,Johor,287,Silver,Android,Verified,2024-01-18,0,
CUST_002033,36.0,Selangor,674,Silver,Both,Verified,2022-12-27,0,
CUST_002034,18.0,Kuala Lumpur,418,Gold,Both,Verified,2023-09-09,0,
CUST_002035,51.0,Johor,88,Basic,iOS,Verified,2024-08-04,0,
CUST_002036,36.0,Sabah,821,Premium,Android,Verified,2022-08-02,0,
CUST_002037,18.0,Selangor,179,Basic,Android,Verified,2024-05-05,0,
CUST_002038,25.0,Terengganu,346,Silver,Android,Verified,2023-11-20,1,2024-10-02
CUST_002039,18.0,Kuala Lumpur,123,Basic,Android,Verified,2024-06-30,0,
CUST_002040,43.0,Perak,244,Basic,iOS,Verified,2024-03-01,1,2024-10-23
CUST_002041,42.0,Selangor,170,Basic,iOS,Verified,2024-05-14,1,2024-10-28
CUST_002042,38.0,Selangor,273,Basic,Android,Verified,2024-02-01,1,2024-10-23
CUST_002043,41.0,Selangor,542,Gold,Android,Verified,2023-05-08,1,2024-10-16
CUST_002044,31.0,Perak,864,Premium,Android,Verified,2022-06-20,0,
CUST_002045,19.0,Selangor,172,Silver,Android,Verified,2024-05-12,0,
CUST_002046,49.0,Kuala Lumpur,424,Silver,Android,Verified,2023-09-03,0,
CUST_002047,,Penang,612,Basic,Android,Verified,2023-02-27,0,
CUST_002048,18.0,Selangor,268,Basic,Android,Verified,2024-02-06,1,2024-10-16
CUST_002049,40.0,Penang,515,Basic,Both,Verified,2023-06-04,0,
CUST_002050,52.0,Kuala Lumpur,696,Gold,Android,Verified,2022-12-05,0,
CUST_002051,31.0,Kuala Lumpur,167,Basic,,Incomplete,2024-05-17,1,2024-10-18
CUST_002052,38.0,Penang,831,Gold,Both,Verified,2022-07-23,0,
CUST_002053,18.0,Penang,1154,Premium,iOS,Verified,2021-09-03,0,
CUST_002054,28.0,Sarawak,944,Basic,Android,Verified,2022-04-01,0,
CUST_002055,32.0,Pahang,103,Basic,Android,Verified,2024-07-20,0,
CUST_002056,20.0,Selangor,238,Basic,Both,Verified,2024-03-07,0,
CUST_002057,37.0,Selangor,1396,Premium,iOS,Verified,2021-01-04,0,
CUST_002058,35.0,Penang,530,Gold,Both,Verified,2023-05-20,0,
CUST_002059,32.0,Penang,127,Silver,Both,Verified,2024-06-26,0,
CUST_002060,55.0,Sarawak,853,Gold,Android,Verified,2022-07-01,0,
CUST_002061,42.0,Selangor,1246,Basic,Android,Verified,2021-06-03,0,
CUST_002062,31.0,Penang,443,Silver,Both,Verified,2023-08-15,0,
CUST_002063,18.0,Kelantan,985,Premium,Android,Verified,2022-02-19,0,
CUST_002064,22.0,Selangor,1266,Premium,Android,Verified,2021-05-14,0,
CUST_002065,30.0,Perak,568,Silver,Android,Verified,2023-04-12,0,
CUST_002066,34.0,Johor,151,Silver,Both,Verified,2024-06-02,1,2024-10-23
CUST_002067,19.0,Sarawak,74,Basic,iOS,Verified,2024-08-18,0,
CUST_002068,53.0,Penang,105,Basic,iOS,Verified,2024-07-18,0,
CUST_002069,57.0,Terengganu,8,Basic,Android,Verified,2024-10-23,1,2024-10-19
CUST_002070,18.0,Perak,12,Basic,Android,Verified,2024-10-19,1,2024-10-02
CUST_002071,41.0,Johor,158,Silver,iOS,Verified,2024-05-26,0,
CUST_002072,44.0,Penang,352,Silver,Android,Verified,2023-11-14,1,2024-10-14
CUST_002073,38.0,Pahang,1196,Premium,Both,Verified,2021-07-23,0,
CUST_002074,27.0,Perak,13,Basic,Both,Verified,2024-10-18,0,
CUST_002075,44.0,Perak,889,Premium,Android,Verified,2022-05-26,0,
CUST_002076,46.0,Kuala Lumpur,384,Basic,Android,Verified,2023-10-13,0,
CUST_002077,40.0,Selangor,241,Basic,iOS,Verified,2024-03-04,0,
CUST_002078,29.0,Selangor,92,Basic,,Verified,2024-07-31,0,
CUST_002079,42.0,Johor,439,Gold,Android,Verified,2023-08-19,0,
CUST_002080,45.0,Selangor,97,Basic,Android,Verified,2024-07-26,0,
CUST_002081,27.0,Penang,650,Gold,iOS,Verified,2023-01-20,0,
CUST_002082,48.0,Terengganu,900,Premium,Android,Verified,2022-05-15,0,
CUST_002083,18.0,Selangor,1,Basic,iOS,Verified,2024-10-30,0,
CUST_002084,29.0,Terengganu,523,Gold,Android,Verified,2023-05-27,0,
CUST_002085,29.0,Sabah,1752,Basic,Android,Verified,2020-01-14,0,
CUST_002086,18.0,Johor,39,Basic,iOS,Verified,2024-09-22,0,
CUST_002087,18.0,Johor,37,Basic,Android,Verified,2024-09-24,1,2024-10-27
CUST_002088,19.0,Selangor,172,Basic,Android,Verified,2024-05-12,1,2024-10-13
CUST_002089,18.0,Johor,11,Basic,Both,Verified,2024-10-20,0,
CUST_002090,49.0,Johor,306,Silver,iOS,Verified,2023-12-30,0,
CUST_002091,44.0,Sarawak,397,Basic,,Verified,2023-09-30,1,2024-10-18
CUST_002092,43.0,Kuala Lumpur,186,Silver,Android,Verified,2024-04-28,0,
CUST_002093,24.0,Sabah,148,Basic,iOS,Verified,2024-06-05,1,2024-10-05
CUST_002094,33.0,Kuala Lumpur,521,Silver,Both,Verified,2023-05-29,0,
CUST_002095,26.0,Johor,247,Silver,Android,Verified,2024-02-27,0,
CUST_002096,18.0,Kuala Lumpur,500,Basic,Android,Verified,2023-06-19,0,
CUST_002097,63.0,Johor,96,Silver,Android,Verified,2024-07-27,0,
CUST_002098,35.0,Pahang,300,Basic,Both,Verified,2024-01-05,0,
CUST_002099,,Perak,34,Basic,iOS,Verified,2024-09-27,1,2024-10-21
CUST_002100,35.0,Sarawak,320,Basic,Android,Verified,2023-12-16,0,
CUST_002101,45.0,Selangor,187,Basic,Android,Incomplete,2024-04-27,1,2024-10-23
CUST_002102,37.0,Johor,398,Basic,iOS,Verified,2023-09-29,0,
CUST_002103,45.0,Selangor,71,Basic,iOS,Verified,2024-08-21,0,
CUST_002104,24.0,Penang,88,Basic,Android,Verified,2024-08-04,1,2024-10-11
CUST_002105,38.0,Selangor,465,Gold,iOS,Verified,2023-07-24,0,
CUST_002106,30.0,Johor,597,Gold,iOS,Verified,2023-03-14,0,
CUST_002107,27.0,Penang,143,Basic,iOS,Verified,2024-06-10,0,
CUST_002108,27.0,Sarawak,1230,Gold,iOS,Verified,2021-06-19,0,
CUST_002109,29.0,Pahang,551,Silver,Both,Verified,2023-04-29,0,
CUST_002110,62.0,Selangor,174,Basic,,Verified,2024-05-10,0,
CUST_002111,44.0,Selangor,406,Basic,Android,Verified,2023-09-21,0,
CUST_002112,43.0,Kelantan,95,Basic,Android,Verified,2024-07-28,0,
CUST_002113,32.0,Selangor,58,Basic,,Verified,2024-09-03,1,2024-10-24
CUST_002114,34.0,Kuala Lumpur,724,Gold,Both,Verified,2022-11-07,0,
CUST_002115,59.0,Kuala Lumpur,633,Basic,Android,Verified,2023-02-06,0,
CUST_002116,33.0,Selangor,27,Basic,Android,Verified,2024-10-04,0,
CUST_002117,35.0,Selangor,162,Basic,Android,Verified,2024-05-22,0,
CUST_002118,61.0,Pahang,1498,Basic,Android,Verified,2020-09-24,1,2024-10-03
CUST_002119,25.0,Sabah,326,Silver,iOS,Verified,2023-12-10,0,
CUST_002120,,,272,Silver,Both,Verified,2024-02-02,1,2024-10-08
CUST_002121,49.0,Johor,322,Basic,Both,Verified,2023-12-14,0,
CUST_002122,29.0,Johor,73,Basic,Android,Verified,2024-08-19,0,
CUST_002123,18.0,Kuala Lumpur,119,Basic,Android,Verified,2024-07-04,1,2024-10-06
CUST_002124,44.0,Perak,330,Basic,iOS,Verified,2023-12-06,0,
CUST_002125,35.0,Kelantan,376,Basic,Both,Verified,2023-10-21,0,
CUST_002126,47.0,Johor,1081,Premium,Android,Verified,2021-11-15,0,
CUST_002127,45.0,Johor,248,Silver,Android,Verified,2024-02-26,1,2024-10-25
CUST_002128,43.0,Sarawak,4,Basic,iOS,Verified,2024-10-27,0,
CUST_002129,44.0,Selangor,1043,Premium,Both,Verified,2021-12-23,0,
CUST_002130,40.0,Selangor,858,Premium,Android,Verified,2022-06-26,1,2024-10-21
CUST_002131,35.0,Sabah,168,Basic,iOS,Verified,2024-05-16,0,
CUST_002132,56.0,Kuala Lumpur,164,Basic,Android,Verified,2024-05-20,0,
CUST_002133,24.0,Perak,45,Basic,Android,Verified,2024-09-16,1,2024-10-06
CUST_002134,41.0,Johor,561,Silver,,Verified,2023-04-19,0,
CUST_002135,34.0,Penang,6,Basic,Both,Verified,2024-10-25,1,2024-10-04
CUST_002136,55.0,Penang,12,Basic,Both,Verified,2024-10-19,0,
CUST_002137,44.0,Sabah,366,Gold,Android,Verified,2023-10-31,0,
CUST_002138,59.0,Selangor,223,Basic,Android,Verified,2024-03-22,0,
CUST_002139,25.0,Selangor,1159,Premium,Android,Verified,2021-08-29,0,
CUST_002140,31.0,Perak,99,Basic,iOS,Verified,2024-07-24,0,
CUST_002141,18.0,Penang,1322,Premium,iOS,Verified,2021-03-19,0,
CUST_002142,28.0,Sabah,307,Basic,Android,Verified,2023-12-29,1,2024-10-15
CUST_002143,31.0,Johor,242,Silver,iOS,Verified,2024-03-03,0,
CUST_002144,39.0,Johor,1094,Premium,iOS,Verified,2021-11-02,0,
CUST_002145,37.0,Terengganu,306,Silver,Android,Verified,2023-12-30,0,
CUST_002146,37.0,Kuala Lumpur,62,Basic,Both,Verified,2024-08-30,1,2024-10-28
CUST_002147,40.0,Kuala Lumpur,730,Gold,Android,Verified,2022-11-01,0,
CUST_002148,27.0,Kuala Lumpur,342,Silver,iOS,Verified,2023-11-24,0,
CUST_002149,32.0,Johor,284,Basic,Android,Verified,2024-01-21,1,2024-10-16
CUST_002150,32.0,Johor,259,Silver,Both,Verified,2024-02-15,0,
CUST_002151,46.0,Terengganu,114,Basic,Both,Incomplete,2024-07-09,1,2024-10-24
CUST_002152,46.0,Selangor,471,Gold,iOS,Verified,2023-07-18,0,
CUST_002153,20.0,Sarawak,136,Basic,Android,Verified,2024-06-17,0,
CUST_002154,,Terengganu,122,Basic,Android,Verified,2024-07-01,0,
CUST_002155,31.0,Selangor,305,Basic,iOS,Verified,2023-12-31,0,
CUST_002156,36.0,Pahang,101,Basic,Android,Verified,2024-07-22,0,
CUST_002157,34.0,Sarawak,344,Basic,,Verified,2023-11-22,0,
CUST_002158,29.0,Selangor,1152,Premium,Android,Verified,2021-09-05,0,
CUST_002159,43.0,Johor,47,Basic,Android,Verified,2024-09-14,0,
CUST_002160,18.0,Kuala Lumpur,97,Basic,iOS,Verified,2024-07-26,0,
CUST_002161,51.0,Selangor,97,Basic,Android,Verified,2024-07-26,0,
CUST_002162,19.0,Sabah,204,Silver,Both,Verified,2024-04-10,1,2024-10-29
CUST_002163,53.0,Selangor,768,Premium,Android,Verified,2022-09-24,0,
CUST_002164,51.0,Johor,283,Basic,iOS,Verified,2024-01-22,0,
CUST_002165,43.0,Kuala Lumpur,313,Basic,Android,Verified,2023-12-23,0,
CUST_002166,39.0,Selangor,2,Basic,iOS,Verified,2024-10-29,0,
CUST_002167,43.0,Selangor,569,Gold,iOS,Verified,2023-04-11,0,
CUST_002168,43.0,Penang,142,Basic,iOS,Verified,2024-06-11,0,
CUST_002169,32.0,Johor,366,Gold,Android,Verified,2023-10-31,0,
CUST_002170,43.0,Kelantan,149,Basic,,Verified,2024-06-04,1,2024-10-26
CUST_002171,43.0,Selangor,41,Basic,Android,Verified,2024-09-20,0,
CUST_002172,37.0,Kelantan,20,Basic,Android,Verified,2024-10-11,0,
CUST_002173,47.0,Johor,513,Gold,iOS,Verified,2023-06-06,0,
CUST_002174,31.0,Pahang,229,Silver,Android,Verified,2024-03-16,0,
CUST_002175,18.0,Kuala Lumpur,190,Basic,iOS,Verified,2024-04-24,0,
CUST_002176,24.0,Sarawak,167,Silver,iOS,Verified,2024-05-17,0,
CUST_002177,18.0,Perak,282,Silver,Android,Verified,2024-01-23,0,
CUST_002178,23.0,Johor,374,Silver,iOS,Verified,2023-10-23,0,
CUST_002179,32.0,Sabah,58,Basic,iOS,Verified,2024-09-03,0,
CUST_002180,,Selangor,695,Gold,iOS,Verified,2022-12-06,0,
CUST_002181,44.0,Penang,521,Gold,Both,Verified,2023-05-29,0,
CUST_002182,52.0,Kuala Lumpur,460,Gold,iOS,Verified,2023-07-29,0,
CUST_002183,41.0,Pahang,85,Basic,Android,Verified,2024-08-07,0,
CUST_002184,43.0,Sabah,235,Basic,,Verified,2024-03-10,0,
CUST_002185,41.0,Penang,452,Gold,Android,Verified,2023-08-06,0,
CUST_002186,40.0,Sabah,228,Silver,Android,Verified,2024-03-17,0,
CUST_002187,45.0,Selangor,54,Basic,Both,Verified,2024-09-07,1,2024-10-21
CUST_002188,40.0,Selangor,667,Gold,iOS,Verified,2023-01-03,0,
CUST_002189,26.0,Kelantan,90,Basic,Android,Verified,2024-08-02,0,
CUST_002190,27.0,Penang,531,Gold,Android,Verified,2023-05-19,0,
CUST_002191,39.0,Kuala Lumpur,1066,Premium,iOS,Verified,2021-11-30,0,
CUST_002192,32.0,Kuala Lumpur,198,Silver,Android,Verified,2024-04-16,0,
CUST_002193,47.0,Kuala Lumpur,1627,Premium,Android,Verified,2020-05-18,0,
CUST_002194,30.0,Sabah,81,Basic,Android,Verified,2024-08-11,0,
CUST_002195,54.0,Selangor,78,Basic,Both,Verified,2024-08-14,1,2024-10-01
CUST_002196,35.0,Kuala Lumpur,36,Basic,Both,Verified,2024-09-25,0,
CUST_002197,18.0,Penang,73,Basic,,Verified,2024-08-19,1,2024-10-13
CUST_002198,50.0,Selangor,479,Basic,iOS,Verified,2023-07-10,1,2024-10-23
CUST_002199,19.0,Kuala Lumpur,473,Basic,Android,Verified,2023-07-16,0,
CUST_002200,22.0,Kuala Lumpur,482,Gold,iOS,Verified,2023-07-07,0,
CUST_002201,43.0,Sarawak,480,Gold,Android,Incomplete,2023-07-09,1,2024-10-11
CUST_002202,48.0,Selangor,325,Basic,Android,Verified,2023-12-11,0,
CUST_002203,41.0,Kelantan,480,Silver,iOS,Verified,2023-07-09,0,
CUST_002204,41.0,Johor,263,Basic,Android,Verified,2024-02-11,1,2024-10-03
CUST_002205,40.0,Sarawak,300,Silver,Android,Verified,2024-01-05,0,
CUST_002206,18.0,Selangor,1688,Premium,iOS,Verified,2020-03-18,0,
CUST_002207,26.0,Selangor,74,Basic,Android,Verified,2024-08-18,0,
CUST_002208,45.0,Selangor,19,Basic,Android,Verified,2024-10-12,1,2024-10-03
CUST_002209,19.0,Kuala Lumpur,416,Basic,iOS,Verified,2023-09-11,0,
CUST_002210,29.0,Selangor,427,Basic,Both,Verified,2023-08-31,0,
CUST_002211,41.0,Sabah,952,Premium,iOS,Verified,2022-03-24,1,2024-10-04
CUST_002212,27.0,Penang,25,Basic,Android,Verified,2024-10-06,0,
CUST_002213,47.0,Kuala Lumpur,133,Basic,iOS,Verified,2024-06-20,0,
CUST_002214,25.0,Selangor,392,Gold,Android,Verified,2023-10-05,0,
CUST_002215,43.0,Selangor,406,Basic,Android,Verified,2023-09-21,0,
CUST_002216,47.0,Johor,235,Silver,iOS,Verified,2024-03-10,0,
CUST_002217,,Perak,169,Basic,Android,Verified,2024-05-15,1,2024-10-03
CUST_002218,44.0,Johor,292,Silver,Android,Verified,2024-01-13,0,
CUST_002219,35.0,Kuala Lumpur,490,Basic,iOS,Verified,2023-06-29,0,
CUST_002220,47.0,Kuala Lumpur,383,Gold,Android,Verified,2023-10-14,0,
CUST_002221,42.0,Penang,797,Basic,Android,Verified,2022-08-26,0,
CUST_002222,25.0,Selangor,2954,Gold,iOS,Verified,2016-09-29,0,
CUST_002223,41.0,Selangor,46,Basic,iOS,Verified,2024-09-15,0,
CUST_002224,32.0,Kuala Lumpur,108,Basic,Android,Verified,2024-07-15,0,
CUST_002225,31.0,Johor,239,Basic,Both,Verified,2024-03-06,0,
CUST_002226,26.0,Selangor,511,Gold,iOS,Verified,2023-06-08,0,
CUST_002227,18.0,Johor,977,Gold,iOS,Verified,2022-02-27,0,
CUST_002228,31.0,Selangor,304,Basic,Android,Verified,2024-01-01,0,
CUST_002229,35.0,Kuala Lumpur,434,Basic,iOS,Verified,2023-08-24,0,
CUST_002230,44.0,Pahang,387,Basic,Android,Verified,2023-10-10,0,
CUST_002231,25.0,Selangor,595,Silver,iOS,Verified,2023-03-16,0,
CUST_002232,37.0,Pahang,447,Gold,iOS,Verified,2023-08-11,0,
CUST_002233,38.0,Selangor,149,Silver,Android,Verified,2024-06-04,0,
CUST_002234,29.0,Johor,32,Basic,Both,Verified,2024-09-29,1,2024-10-23
CUST_002235,44.0,Kuala Lumpur,56,Basic,Android,Verified,2024-09-05,1,2024-10-18
CUST_002236,23.0,Sarawak,334,Silver,iOS,Verified,2023-12-02,0,
CUST_002237,49.0,Kuala Lumpur,717,Silver,iOS,Verified,2022-11-14,0,
CUST_002238,22.0,Sarawak,53,Basic,Both,Verified,2024-09-08,0,
CUST_002239,51.0,Sabah,230,Basic,,Verified,2024-03-15,0,
CUST_002240,18.0,Selangor,606,Basic,Android,Verified,2023-03-05,0,
CUST_002241,36.0,Kuala Lumpur,24,Basic,Android,Verified,2024-10-07,0,
CUST_002242,18.0,Pahang,620,Gold,iOS,Verified,2023-02-19,0,
CUST_002243,21.0,Johor,253,Silver,Both,Verified,2024-02-21,0,
CUST_002244,43.0,Kuala Lumpur,59,Basic,Android,Verified,2024-09-02,0,
CUST_002245,39.0,Johor,391,Gold,iOS,Verified,2023-10-06,1,2024-10-21
CUST_002246,39.0,Johor,146,Silver,iOS,Verified,2024-06-07,0,
CUST_002247,64.0,Johor,148,Basic,Android,Verified,2024-06-05,0,
CUST_002248,34.0,Johor,697,Gold,Android,Verified,2022-12-04,0,
CUST_002249,40.0,Selangor,552,Gold,Android,Verified,2023-04-28,1,2024-10-04
CUST_002250,37.0,Johor,186,Silver,Both,Verified,2024-04-28,0,
CUST_002251,35.0,Sabah,323,Basic,Android,Incomplete,2023-12-13,0,
CUST_002252,18.0,Johor,19,Basic,iOS,Verified,2024-10-12,1,2024-10-19
CUST_002253,29.0,Sabah,166,Silver,Both,Verified,2024-05-18,1,2024-10-19
CUST_002254,27.0,Kuala Lumpur,56,Basic,Android,Verified,2024-09-05,0,
CUST_002255,32.0,Johor,183,Basic,Android,Verified,2024-05-01,0,
CUST_002256,34.0,Selangor,227,Silver,Both,Verified,2024-03-18,0,
CUST_002257,34.0,Perak,242,Basic,Android,Verified,2024-03-03,1,2024-10-01
CUST_002258,27.0,Sabah,132,Silver,iOS,Verified,2024-06-21,0,
CUST_002259,39.0,Johor,693,Gold,Android,Verified,2022-12-08,0,
CUST_002260,39.0,Penang,258,Basic,iOS,Verified,2024-02-16,0,
CUST_002261,41.0,Johor,667,Gold,,Verified,2023-01-03,0,
CUST_002262,50.0,Johor,274,Basic,Android,Verified,2024-01-31,0,
CUST_002263,48.0,Johor,88,Basic,,Verified,2024-08-04,0,
CUST_002264,33.0,Sabah,70,Basic,Android,Verified,2024-08-22,1,2024-10-02
CUST_002265,38.0,Selangor,10,Basic,iOS,Verified,2024-10-21,0,
CUST_002266,36.0,Johor,0,Basic,iOS,Verified,2024-10-31,0,
CUST_002267,36.0,Kuala Lumpur,149,Silver,Both,Verified,2024-06-04,1,2024-10-28
