ticket_id,customer_id,ticket_date,category,priority,channel,resolution_time_hours,satisfaction_score,status
TKT_002276,CUST_002665,2024-06-25,Account,High,Email,19.58,3.0,Closed
TKT_002277,CUST_002665,2024-07-13,Transaction,Medium,Chat,38.56,1.0,Closed
TKT_002278,CUST_002665,2024-07-11,Technical,Low,App,12.73,4.0,Closed
TKT_002279,CUST_002665,2024-07-23,Technical,Medium,App,,,Open
TKT_002280,CUST_002665,2024-10-30,Transaction,Low,Chat,17.65,3.0,Closed
TKT_002281,CUST_002665,2024-10-27,Other,Low,Email,30.51,3.0,Closed
TKT_002282,CUST_002665,2024-10-16,Technical,Low,Email,25.49,1.0,Closed
TKT_002283,CUST_002666,2024-09-25,Transaction,Low,App,11.36,2.0,Closed
TKT_002284,CUST_002666,2024-08-22,Account,Low,App,21.9,3.0,Closed
TKT_002285,CUST_002666,2024-06-22,Other,Low,App,9.03,3.0,Closed
TKT_002286,CUST_002666,2024-06-08,Other,Low,Email,12.08,4.0,Closed
TKT_002287,CUST_002669,2024-10-01,Transaction,Low,Phone,32.14,4.0,Closed
TKT_002288,CUST_002672,2024-05-10,Other,Medium,Email,24.02,5.0,Closed
TKT_002289,CUST_002673,2024-06-29,Transaction,Medium,App,33.63,1.0,Closed
TKT_002290,CUST_002676,2024-07-11,Other,Medium,Phone,32.43,2.0,Closed
TKT_002291,CUST_002676,2024-06-01,Other,Low,Phone,34.57,1.0,Closed
TKT_002292,CUST_002676,2024-05-22,Transaction,Low,Phone,14.2,1.0,Closed
TKT_002293,CUST_002676,2024-10-06,Account,Low,Chat,34.15,2.0,Closed
TKT_002294,CUST_002676,2024-10-15,Technical,Low,Email,11.46,3.0,Closed
TKT_002295,CUST_002681,2024-06-11,Technical,Low,App,41.36,3.0,Closed
TKT_002296,CUST_002681,2024-10-26,Technical,Medium,Email,29.55,3.0,Closed
TKT_002297,CUST_002682,2024-07-03,Account,Medium,Phone,33.15,3.0,Closed
TKT_002298,CUST_002682,2024-06-29,Transaction,Low,Phone,33.61,2.0,Closed
TKT_002299,CUST_002684,2024-10-14,Transaction,Medium,Email,,,Open
TKT_002300,CUST_002685,2024-06-08,Fraud,Medium,Email,10.23,5.0,Closed
TKT_002301,CUST_002685,2024-09-10,Fraud,Low,Chat,1.66,1.0,Closed
TKT_002302,CUST_002685,2024-06-18,Technical,Low,App,7.62,4.0,Closed
TKT_002303,CUST_002685,2024-07-29,Fraud,Low,App,10.21,2.0,Closed
TKT_002304,CUST_002685,2024-10-24,Technical,Low,Email,26.53,1.0,Closed
TKT_002305,CUST_002686,2024-07-16,Technical,High,Chat,3.59,4.0,Closed
TKT_002306,CUST_002686,2024-09-15,Technical,Low,App,11.77,5.0,Closed
TKT_002307,CUST_002687,2024-09-14,Card,Low,App,28.57,1.0,Closed
TKT_002308,CUST_002690,2024-05-21,Technical,Medium,App,24.23,5.0,Closed
TKT_002309,CUST_002697,2024-06-16,Card,Low,App,14.94,2.0,Closed
TKT_002310,CUST_002698,2024-05-09,Technical,High,Chat,9.25,2.0,Closed
TKT_002311,CUST_002700,2024-08-17,Transaction,Low,Email,3.86,4.0,Closed
TKT_002312,CUST_002702,2024-05-18,Fraud,Low,Phone,0.13,1.0,Closed
TKT_002313,CUST_002702,2024-06-09,Other,Low,Email,4.62,3.0,Closed
TKT_002314,CUST_002704,2024-10-04,Card,Low,Phone,23.28,4.0,Closed
TKT_002315,CUST_002706,2024-10-19,Other,High,App,59.72,4.0,Closed
TKT_002316,CUST_002707,2024-10-04,Account,Low,App,7.68,3.0,Closed
TKT_002317,CUST_002707,2024-06-06,Account,Medium,Chat,7.94,2.0,Closed
TKT_002318,CUST_002708,2024-05-27,Other,Low,App,25.02,3.0,Closed
TKT_002319,CUST_002708,2024-10-04,Other,Medium,Email,39.99,5.0,Closed
TKT_002320,CUST_002709,2024-09-06,Card,Low,Chat,36.76,2.0,Closed
TKT_002321,CUST_002710,2024-09-10,Transaction,High,Email,14.51,5.0,Closed
TKT_002322,CUST_002710,2024-10-27,Account,Low,App,2.11,5.0,Closed
TKT_002323,CUST_002711,2024-10-18,Account,Medium,Email,17.45,1.0,Closed
TKT_002324,CUST_002712,2024-08-20,Account,Medium,Email,16.36,3.0,Closed
TKT_002325,CUST_002712,2024-08-10,Other,High,Email,5.77,2.0,Closed
TKT_002326,CUST_002716,2024-08-26,Transaction,Low,App,39.65,5.0,Closed
TKT_002327,CUST_002716,2024-10-01,Technical,Low,Chat,12.64,5.0,Closed
TKT_002328,CUST_002717,2024-10-08,Fraud,Medium,Email,9.7,2.0,Closed
TKT_002329,CUST_002717,2024-05-25,Card,Low,Phone,82.29,3.0,Closed
TKT_002330,CUST_002717,2024-07-08,Card,Low,Email,25.66,1.0,Closed
TKT_002331,CUST_002718,2024-10-14,Technical,Low,Phone,19.95,5.0,Closed
TKT_002332,CUST_002720,2024-06-25,Transaction,Low,Phone,18.0,5.0,Closed
TKT_002333,CUST_002720,2024-05-09,Technical,Low,Email,73.31,5.0,Closed
TKT_002334,CUST_002725,2024-09-01,Transaction,Medium,Phone,20.61,2.0,Closed
TKT_002335,CUST_002726,2024-10-02,Other,Low,App,5.03,5.0,Closed
TKT_002336,CUST_002727,2024-09-02,Technical,Medium,Chat,4.87,5.0,Closed
TKT_002337,CUST_002729,2024-07-15,Fraud,Medium,Email,2.0,3.0,Closed
TKT_002338,CUST_002730,2024-08-01,Technical,Low,Chat,26.36,1.0,Closed
TKT_002339,CUST_002730,2024-09-18,Account,Low,App,,,Open
TKT_002340,CUST_002731,2024-10-05,Account,Medium,App,26.97,4.0,Closed
TKT_002341,CUST_002732,2024-09-19,Other,Medium,Phone,11.33,4.0,Closed
TKT_002342,CUST_002733,2024-05-18,Account,Medium,Phone,14.07,5.0,Closed
TKT_002343,CUST_002734,2024-07-07,Account,Low,App,47.84,4.0,Closed
TKT_002344,CUST_002737,2024-06-13,Transaction,Low,Phone,23.06,5.0,Closed
TKT_002345,CUST_002738,2024-08-06,Account,Medium,App,28.92,5.0,Closed
TKT_002346,CUST_002739,2024-05-12,Technical,Low,Chat,37.04,2.0,Closed
TKT_002347,CUST_002739,2024-10-14,Technical,Low,Phone,63.43,4.0,Closed
TKT_002348,CUST_002741,2024-05-17,Technical,High,App,,,Open
TKT_002349,CUST_002742,2024-09-20,Account,Low,Phone,4.87,4.0,Closed
TKT_002350,CUST_002744,2024-07-07,Other,Medium,Phone,6.12,4.0,Closed
TKT_002351,CUST_002744,2024-05-31,Transaction,Low,App,24.85,5.0,Closed
TKT_002352,CUST_002745,2024-05-24,Card,Medium,App,15.64,4.0,Closed
TKT_002353,CUST_002748,2024-09-12,Other,Medium,App,4.76,4.0,Closed
TKT_002354,CUST_002750,2024-10-29,Account,Low,App,26.07,4.0,Closed
TKT_002355,CUST_002753,2024-09-27,Account,Medium,Email,47.6,3.0,Closed
TKT_002356,CUST_002754,2024-06-06,Account,Medium,Chat,13.54,3.0,Closed
TKT_002357,CUST_002755,2024-06-05,Technical,High,Phone,5.99,3.0,Closed
TKT_002358,CUST_002755,2024-10-04,Technical,Low,App,41.31,3.0,Closed
TKT_002359,CUST_002756,2024-05-15,Card,Medium,Email,20.19,1.0,Closed
TKT_002360,CUST_002760,2024-09-27,Transaction,Low,Email,10.53,1.0,Closed
TKT_002361,CUST_002761,2024-08-22,Account,Low,Chat,11.41,4.0,Closed
TKT_002362,CUST_002761,2024-06-24,Transaction,Low,Email,48.4,4.0,Closed
TKT_002363,CUST_002762,2024-08-19,Transaction,High,App,84.86,5.0,Closed
TKT_002364,CUST_002762,2024-08-18,Account,High,Email,12.18,3.0,Closed
TKT_002365,CUST_002764,2024-10-04,Transaction,Medium,Phone,9.0,4.0,Closed
TKT_002366,CUST_002767,2024-10-11,Technical,Low,Chat,16.98,3.0,Closed
TKT_002367,CUST_002768,2024-06-18,Card,Low,Chat,32.93,4.0,Closed
TKT_002368,CUST_002769,2024-06-05,Account,High,Email,20.94,3.0,Closed
TKT_002369,CUST_002774,2024-08-25,Card,High,Chat,25.99,3.0,Closed
TKT_002370,CUST_002775,2024-08-17,Account,Low,Phone,27.43,5.0,Closed
TKT_002371,CUST_002777,2024-08-11,Technical,Low,Chat,8.97,5.0,Closed
TKT_002372,CUST_002778,2024-05-15,Technical,Low,Phone,20.32,1.0,Closed
TKT_002373,CUST_002780,2024-05-22,Fraud,Medium,Phone,3.63,3.0,Closed
TKT_002374,CUST_002783,2024-08-19,Account,Low,Chat,29.08,3.0,Closed
TKT_002375,CUST_002783,2024-06-09,Card,Low,Chat,35.68,1.0,Closed
TKT_002376,CUST_002784,2024-06-07,Card,Low,Phone,11.84,5.0,Closed
TKT_002377,CUST_002786,2024-10-04,Technical,Low,Email,14.7,3.0,Closed
TKT_002378,CUST_002789,2024-06-18,Transaction,Low,Email,16.46,3.0,Closed
TKT_002379,CUST_002790,2024-06-24,Other,Medium,App,53.18,2.0,Closed
TKT_002380,CUST_002790,2024-09-17,Transaction,Low,Phone,41.04,4.0,Closed
TKT_002381,CUST_002790,2024-10-05,Transaction,Low,Phone,48.31,4.0,Closed
TKT_002382,CUST_002792,2024-08-28,Card,High,Email,16.91,1.0,Closed
TKT_002383,CUST_002792,2024-06-09,Account,Low,App,14.61,4.0,Closed
TKT_002384,CUST_002793,2024-08-09,Technical,Low,App,37.14,3.0,Closed
TKT_002385,CUST_002794,2024-06-14,Other,Low,App,13.43,5.0,Closed
TKT_002386,CUST_002797,2024-08-16,Transaction,Low,Email,43.41,4.0,Closed
TKT_002387,CUST_002798,2024-07-22,Technical,Low,Phone,61.81,1.0,Closed
TKT_002388,CUST_002799,2024-06-21,Other,High,App,12.87,5.0,Closed
TKT_002389,CUST_002800,2024-07-14,Technical,Medium,Chat,43.59,4.0,Closed
TKT_002390,CUST_002800,2024-06-10,Transaction,Low,Phone,31.45,2.0,Closed
TKT_002391,CUST_002804,2024-07-23,Account,Medium,App,35.87,5.0,Closed
TKT_002392,CUST_002806,2024-08-11,Card,High,Phone,35.06,5.0,Closed
TKT_002393,CUST_002807,2024-06-09,Card,Low,Email,48.6,5.0,Closed
TKT_002394,CUST_002808,2024-10-25,Other,Medium,App,40.05,4.0,Closed
TKT_002395,CUST_002810,2024-08-25,Technical,Low,Chat,11.64,4.0,Closed
TKT_002396,CUST_002810,2024-09-12,Transaction,Low,Chat,43.55,5.0,Closed
TKT_002397,CUST_002810,2024-10-07,Account,Low,Phone,26.76,5.0,Closed
TKT_002398,CUST_002811,2024-09-02,Transaction,Low,Chat,22.4,4.0,Closed
TKT_002399,CUST_002811,2024-09-02,Account,Low,Phone,31.24,5.0,Closed
TKT_002400,CUST_002814,2024-07-19,Fraud,Low,Chat,2.58,1.0,Closed
TKT_002401,CUST_002814,2024-08-13,Account,Medium,App,5.78,3.0,Closed
TKT_002402,CUST_002815,2024-06-18,Technical,Medium,App,25.41,3.0,Closed
TKT_002403,CUST_002815,2024-06-12,Transaction,Low,Chat,24.42,4.0,Closed
TKT_002404,CUST_002815,2024-07-29,Other,Low,App,54.49,1.0,Closed
TKT_002405,CUST_002815,2024-09-27,Transaction,High,Chat,14.77,4.0,Closed
TKT_002406,CUST_002817,2024-05-26,Other,Low,Chat,48.53,4.0,Closed
TKT_002407,CUST_002818,2024-08-17,Transaction,Medium,App,15.98,4.0,Closed
TKT_002408,CUST_002819,2024-06-27,Transaction,Low,App,12.28,2.0,Closed
TKT_002409,CUST_002819,2024-10-19,Transaction,Medium,Chat,16.89,3.0,Closed
TKT_002410,CUST_002820,2024-08-25,Account,High,App,8.28,5.0,Closed
TKT_002411,CUST_002825,2024-07-02,Transaction,Medium,Phone,20.16,1.0,Closed
TKT_002412,CUST_002825,2024-05-12,Fraud,Low,App,1.75,3.0,Closed
TKT_002413,CUST_002825,2024-06-16,Fraud,High,Phone,6.92,1.0,Closed
TKT_002414,CUST_002825,2024-05-19,Transaction,Low,App,24.66,2.0,Closed
TKT_002415,CUST_002828,2024-10-12,Account,Low,App,42.09,4.0,Closed
TKT_002416,CUST_002829,2024-09-19,Other,Medium,Email,6.4,5.0,Closed
TKT_002417,CUST_002831,2024-07-05,Fraud,Low,Phone,3.25,2.0,Closed
TKT_002418,CUST_002834,2024-05-08,Card,Low,Email,57.66,5.0,Closed
TKT_002419,CUST_002834,2024-10-27,Transaction,Low,Chat,60.36,4.0,Closed
TKT_002420,CUST_002845,2024-05-24,Card,Low,Phone,16.29,3.0,Closed
TKT_002421,CUST_002847,2024-07-03,Fraud,Low,App,1.48,4.0,Closed
TKT_002422,CUST_002847,2024-05-14,Transaction,Medium,App,14.37,2.0,Closed
TKT_002423,CUST_002848,2024-08-28,Technical,Low,App,2.59,3.0,Closed
TKT_002424,CUST_002848,2024-05-29,Transaction,Low,Phone,,,Open
TKT_002425,CUST_002848,2024-06-13,Transaction,Low,App,17.23,5.0,Closed
TKT_002426,CUST_002849,2024-09-28,Technical,Low,Email,36.98,2.0,Closed
TKT_002427,CUST_002849,2024-10-14,Technical,Medium,Phone,25.71,1.0,Closed
TKT_002428,CUST_002849,2024-10-27,Fraud,Low,App,0.64,3.0,Closed
TKT_002429,CUST_002853,2024-05-05,Technical,Low,App,39.96,4.0,Closed
TKT_002430,CUST_002854,2024-05-12,Account,Low,App,77.0,2.0,Closed
TKT_002431,CUST_002855,2024-10-21,Other,Low,Chat,17.34,2.0,Closed
TKT_002432,CUST_002856,2024-09-13,Other,Low,Email,15.69,2.0,Closed
TKT_002433,CUST_002857,2024-10-23,Account,Low,App,23.49,4.0,Closed
TKT_002434,CUST_002857,2024-07-19,Technical,Low,Email,21.65,3.0,Closed
TKT_002435,CUST_002858,2024-05-13,Card,Medium,App,,,Open
TKT_002436,CUST_002858,2024-06-22,Technical,Medium,Email,12.75,5.0,Closed
TKT_002437,CUST_002860,2024-07-21,Transaction,Medium,Phone,,,Open
TKT_002438,CUST_002862,2024-08-01,Transaction,Low,Phone,18.06,4.0,Closed
TKT_002439,CUST_002862,2024-09-18,Fraud,Low,App,4.18,3.0,Closed
TKT_002440,CUST_002862,2024-06-25,Other,High,App,41.37,4.0,Closed
TKT_002441,CUST_002864,2024-06-25,Technical,Medium,Phone,27.78,4.0,Closed
TKT_002442,CUST_002865,2024-06-01,Fraud,Medium,Chat,4.02,3.0,Closed
TKT_002443,CUST_002867,2024-05-22,Other,Low,App,2.64,4.0,Closed
TKT_002444,CUST_002868,2024-10-22,Transaction,Medium,Chat,2.71,4.0,Closed
TKT_002445,CUST_002868,2024-05-16,Card,Low,App,20.68,3.0,Closed
TKT_002446,CUST_002869,2024-07-24,Transaction,High,Chat,12.28,3.0,Closed
TKT_002447,CUST_002869,2024-06-19,Transaction,Low,Email,36.91,2.0,Closed
TKT_002448,CUST_002869,2024-08-24,Other,Medium,App,8.76,1.0,Closed
TKT_002449,CUST_002870,2024-06-12,Other,Low,Chat,12.07,3.0,Closed
TKT_002450,CUST_002874,2024-07-30,Transaction,Low,App,65.92,5.0,Closed
TKT_002451,CUST_002875,2024-09-26,Technical,Low,App,44.75,3.0,Closed
TKT_002452,CUST_002876,2024-05-31,Technical,Medium,App,27.21,3.0,Closed
TKT_002453,CUST_002876,2024-06-02,Transaction,Medium,App,14.64,2.0,Closed
TKT_002454,CUST_002877,2024-06-03,Account,Low,App,2.88,5.0,Closed
TKT_002455,CUST_002877,2024-09-25,Transaction,Medium,Phone,32.01,4.0,Closed
TKT_002456,CUST_002877,2024-07-09,Transaction,Medium,App,61.53,3.0,Closed
TKT_002457,CUST_002877,2024-10-11,Technical,Low,Email,20.14,3.0,Closed
TKT_002458,CUST_002878,2024-09-23,Technical,Low,App,7.89,2.0,Closed
TKT_002459,CUST_002878,2024-10-28,Technical,Low,App,24.55,2.0,Closed
TKT_002460,CUST_002879,2024-10-06,Account,Low,App,27.09,2.0,Closed
TKT_002461,CUST_002879,2024-08-14,Transaction,Medium,Email,10.89,5.0,Closed
TKT_002462,CUST_002880,2024-10-26,Transaction,Low,App,36.29,3.0,Closed
TKT_002463,CUST_002883,2024-09-09,Card,Medium,Chat,13.38,3.0,Closed
TKT_002464,CUST_002884,2024-07-22,Technical,Low,Email,37.11,5.0,Closed
TKT_002465,CUST_002885,2024-06-24,Account,Low,App,32.55,3.0,Closed
TKT_002466,CUST_002885,2024-06-28,Other,High,Email,51.29,3.0,Closed
TKT_002467,CUST_002886,2024-05-11,Technical,Medium,App,12.86,4.0,Closed
TKT_002468,CUST_002886,2024-08-14,Account,Low,Email,27.35,5.0,Closed
TKT_002469,CUST_002886,2024-07-13,Account,High,Email,27.5,1.0,Closed
TKT_002470,CUST_002887,2024-05-20,Transaction,Low,App,1.92,1.0,Closed
TKT_002471,CUST_002887,2024-07-30,Transaction,Low,Email,14.24,2.0,Closed
TKT_002472,CUST_002887,2024-09-29,Other,Low,Chat,39.9,3.0,Closed
TKT_002473,CUST_002889,2024-09-16,Account,Low,Phone,19.72,4.0,Closed
TKT_002474,CUST_002890,2024-10-02,Transaction,Medium,App,30.54,4.0,Closed
TKT_002475,CUST_002891,2024-09-07,Other,Low,Phone,24.15,4.0,Closed
TKT_002476,CUST_002891,2024-09-13,Other,Low,Phone,2.21,4.0,Closed
TKT_002477,CUST_002894,2024-05-31,Technical,High,Phone,44.25,5.0,Closed
TKT_002478,CUST_002894,2024-07-30,Account,Medium,Phone,4.7,5.0,Closed
TKT_002479,CUST_002895,2024-08-27,Transaction,Low,Phone,5.84,3.0,Closed
TKT_002480,CUST_002895,2024-08-25,Transaction,High,Chat,21.87,3.0,Closed
TKT_002481,CUST_002896,2024-08-31,Technical,Low,Email,,,Open
TKT_002482,CUST_002896,2024-09-10,Transaction,Low,Phone,51.02,4.0,Closed
TKT_002483,CUST_002897,2024-10-15,Transaction,Low,Email,11.41,5.0,Closed
TKT_002484,CUST_002898,2024-09-29,Other,Low,Chat,62.66,3.0,Closed
TKT_002485,CUST_002899,2024-09-29,Transaction,Medium,Phone,6.78,2.0,Closed
TKT_002486,CUST_002900,2024-10-02,Fraud,Low,App,3.29,1.0,Closed
TKT_002487,CUST_002905,2024-09-21,Other,Low,Email,6.49,2.0,Closed
TKT_002488,CUST_002906,2024-08-07,Card,Low,Phone,6.1,5.0,Closed
TKT_002489,CUST_002907,2024-08-07,Card,Low,App,13.82,4.0,Closed
TKT_002490,CUST_002907,2024-05-09,Account,Low,App,8.53,5.0,Closed
TKT_002491,CUST_002911,2024-10-18,Technical,High,Email,7.08,5.0,Closed
TKT_002492,CUST_002911,2024-06-15,Account,High,Email,,,Open
TKT_002493,CUST_002912,2024-08-24,Technical,Low,Email,18.08,2.0,Closed
TKT_002494,CUST_002912,2024-10-30,Card,Medium,Email,8.12,3.0,Closed
TKT_002495,CUST_002914,2024-07-20,Other,Low,Chat,38.82,4.0,Closed
TKT_002496,CUST_002916,2024-07-26,Card,Low,Email,94.01,3.0,Closed
TKT_002497,CUST_002919,2024-10-17,Account,Low,App,22.79,3.0,Closed
TKT_002498,CUST_002919,2024-06-18,Account,Low,Phone,29.2,2.0,Closed
TKT_002499,CUST_002919,2024-08-10,Transaction,Low,App,14.43,4.0,Closed
TKT_002500,CUST_002920,2024-06-17,Card,Medium,Email,85.86,4.0,Closed
TKT_002501,CUST_002921,2024-09-06,Transaction,Medium,App,19.62,4.0,Closed
TKT_002502,CUST_002921,2024-10-09,Fraud,Medium,Email,0.75,1.0,Closed
TKT_002503,CUST_002921,2024-07-24,Card,Low,Email,33.95,2.0,Closed
TKT_002504,CUST_002921,2024-05-27,Transaction,Low,Email,19.56,3.0,Closed
TKT_002505,CUST_002921,2024-08-14,Fraud,Low,Chat,6.16,2.0,Closed
TKT_002506,CUST_002921,2024-05-30,Card,Low,Email,36.74,5.0,Closed
TKT_002507,CUST_002921,2024-05-15,Technical,Low,Email,16.28,4.0,Closed
TKT_002508,CUST_002925,2024-09-02,Transaction,Medium,Email,30.89,5.0,Closed
TKT_002509,CUST_002931,2024-10-11,Transaction,Low,App,29.05,3.0,Closed
TKT_002510,CUST_002934,2024-07-28,Technical,Low,App,50.17,5.0,Closed
TKT_002511,CUST_002935,2024-08-07,Technical,Low,Email,4.57,5.0,Closed
TKT_002512,CUST_002937,2024-05-20,Card,High,App,5.78,5.0,Closed
TKT_002513,CUST_002940,2024-10-11,Fraud,Medium,Phone,2.22,2.0,Closed
TKT_002514,CUST_002940,2024-07-21,Account,Medium,Chat,38.32,5.0,Closed
TKT_002515,CUST_002941,2024-07-01,Technical,Medium,Phone,11.85,3.0,Closed
TKT_002516,CUST_002942,2024-06-09,Card,Low,Email,20.18,2.0,Closed
TKT_002517,CUST_002943,2024-08-14,Technical,Low,App,40.85,2.0,Closed
TKT_002518,CUST_002944,2024-06-07,Technical,Medium,Phone,8.78,5.0,Closed
TKT_002519,CUST_002944,2024-07-03,Account,Low,Chat,,,Open
TKT_002520,CUST_002946,2024-09-23,Technical,Medium,Email,7.4,2.0,Closed
TKT_002521,CUST_002946,2024-05-08,Technical,Low,App,25.12,1.0,Closed
TKT_002522,CUST_002947,2024-07-31,Account,High,App,10.39,3.0,Closed
TKT_002523,CUST_002948,2024-10-19,Account,Low,Phone,7.91,3.0,Closed
TKT_002524,CUST_002948,2024-09-07,Transaction,Low,Email,31.22,1.0,Closed
TKT_002525,CUST_002949,2024-10-27,Other,Low,App,12.73,1.0,Closed
TKT_002526,CUST_002949,2024-10-21,Transaction,High,App,28.06,3.0,Closed
TKT_002527,CUST_002949,2024-07-27,Account,Low,Email,19.58,3.0,Closed
TKT_002528,CUST_002949,2024-06-01,Transaction,Medium,App,27.06,5.0,Closed
TKT_002529,CUST_002950,2024-10-18,Transaction,Low,Email,21.54,4.0,Closed
TKT_002530,CUST_002951,2024-06-18,Card,Medium,Phone,1.93,4.0,Closed
TKT_002531,CUST_002952,2024-09-03,Technical,Low,App,11.23,3.0,Closed
TKT_002532,CUST_002953,2024-10-17,Transaction,High,Phone,18.13,2.0,Closed
TKT_002533,CUST_002953,2024-05-19,Account,High,Phone,10.53,2.0,Closed
TKT_002534,CUST_002957,2024-08-24,Account,Low,Chat,31.25,2.0,Closed
TKT_002535,CUST_002957,2024-09-18,Other,Medium,Email,33.43,2.0,Closed
TKT_002536,CUST_002958,2024-07-14,Other,Low,Email,53.65,4.0,Closed
TKT_002537,CUST_002959,2024-10-28,Account,Medium,Email,17.75,4.0,Closed
TKT_002538,CUST_002963,2024-10-11,Technical,Medium,Email,19.61,1.0,Closed
TKT_002539,CUST_002964,2024-05-18,Account,Medium,App,61.58,4.0,Closed
TKT_002540,CUST_002966,2024-09-19,Card,Medium,Chat,41.66,1.0,Closed
TKT_002541,CUST_002966,2024-09-08,Transaction,Low,Phone,10.5,3.0,Closed
TKT_002542,CUST_002966,2024-07-21,Technical,Low,Chat,11.26,1.0,Closed
TKT_002543,CUST_002966,2024-07-19,Account,Low,Phone,3.17,2.0,Closed
TKT_002544,CUST_002967,2024-09-10,Technical,Low,Chat,,,Open
TKT_002545,CUST_002967,2024-07-09,Fraud,Low,Email,8.56,2.0,Closed
TKT_002546,CUST_002968,2024-08-04,Other,Medium,Phone,9.9,5.0,Closed
TKT_002547,CUST_002970,2024-06-26,Other,Medium,App,18.69,1.0,Closed
TKT_002548,CUST_002970,2024-06-15,Transaction,Medium,Chat,34.23,2.0,Closed
TKT_002549,CUST_002971,2024-06-28,Technical,Low,Phone,14.83,2.0,Closed
TKT_002550,CUST_002972,2024-09-24,Card,Low,Chat,14.94,5.0,Closed
TKT_002551,CUST_002973,2024-10-13,Transaction,Low,Phone,29.09,4.0,Closed
TKT_002552,CUST_002973,2024-05-05,Card,Medium,App,28.59,2.0,Closed
TKT_002553,CUST_002973,2024-05-21,Transaction,Medium,App,46.09,1.0,Closed
TKT_002554,CUST_002973,2024-10-25,Technical,High,App,9.85,5.0,Closed
TKT_002555,CUST_002977,2024-06-01,Account,Low,Chat,54.08,4.0,Closed
TKT_002556,CUST_002979,2024-06-12,Card,Low,Email,23.69,4.0,Closed
TKT_002557,CUST_002981,2024-09-04,Card,Medium,App,2.09,4.0,Closed
TKT_002558,CUST_002981,2024-07-10,Other,Low,Phone,16.84,2.0,Closed
TKT_002559,CUST_002981,2024-09-07,Technical,High,Email,26.98,4.0,Closed
TKT_002560,CUST_002984,2024-06-18,Transaction,Low,Email,29.66,2.0,Closed
TKT_002561,CUST_002988,2024-07-13,Account,Low,App,16.02,3.0,Closed
TKT_002562,CUST_002992,2024-07-26,Other,High,Phone,10.29,3.0,Closed
TKT_002563,CUST_002993,2024-06-28,Transaction,Medium,Email,27.31,4.0,Closed
TKT_002564,CUST_002994,2024-08-26,Technical,Low,Email,12.4,1.0,Closed
TKT_002565,CUST_002995,2024-05-12,Technical,Low,Email,15.96,5.0,Closed
TKT_002566,CUST_002995,2024-07-12,Transaction,Medium,App,32.44,2.0,Closed
TKT_002567,CUST_002995,2024-09-26,Transaction,Medium,Email,19.04,1.0,Closed
TKT_002568,CUST_002998,2024-10-03,Technical,Low,Email,80.15,2.0,Closed
TKT_002569,CUST_003000,2024-06-25,Other,High,App,16.25,1.0,Closed
TKT_002570,CUST_003000,2024-09-07,Card,Medium,App,28.17,2.0,Closed
TKT_002571,CUST_003000,2024-09-07,Transaction,Low,Phone,12.07,5.0,Closed
TKT_002572,CUST_003001,2024-08-18,Technical,Low,App,29.04,1.0,Closed
TKT_002573,CUST_003002,2024-05-08,Account,Low,Phone,31.43,5.0,Closed
TKT_002574,CUST_003005,2024-09-04,Technical,Low,Chat,16.41,3.0,Closed
TKT_002575,CUST_003007,2024-06-01,Fraud,Medium,Chat,2.49,3.0,Closed
TKT_002576,CUST_003013,2024-09-29,Account,Medium,Phone,19.76,4.0,Closed
TKT_002577,CUST_003014,2024-06-16,Other,Low,Phone,29.48,4.0,Closed
TKT_002578,CUST_003018,2024-09-08,Account,Medium,Email,21.23,2.0,Closed
TKT_002579,CUST_003021,2024-06-12,Transaction,Low,Chat,9.29,5.0,Closed
TKT_002580,CUST_003021,2024-09-30,Fraud,Low,Email,4.66,2.0,Closed
TKT_002581,CUST_003021,2024-10-10,Fraud,High,Phone,6.49,4.0,Closed
TKT_002582,CUST_003023,2024-08-11,Other,Low,Chat,11.66,3.0,Closed
TKT_002583,CUST_003023,2024-08-18,Technical,Low,App,4.58,4.0,Closed
TKT_002584,CUST_003024,2024-06-02,Account,Low,Email,4.57,1.0,Closed
TKT_002585,CUST_003025,2024-06-08,Fraud,Low,Chat,,,Open
TKT_002586,CUST_003025,2024-09-30,Fraud,Low,Email,1.96,1.0,Closed
TKT_002587,CUST_003025,2024-10-05,Technical,Low,Chat,20.63,1.0,Closed
TKT_002588,CUST_003025,2024-08-13,Fraud,Low,Email,,,Open
TKT_002589,CUST_003025,2024-06-22,Account,Medium,Chat,2.99,5.0,Closed
TKT_002590,CUST_003027,2024-08-02,Account,Medium,Chat,45.55,1.0,Closed
TKT_002591,CUST_003027,2024-07-23,Other,High,Phone,11.21,4.0,Closed
TKT_002592,CUST_003027,2024-06-01,Transaction,Low,Phone,22.47,4.0,Closed
TKT_002593,CUST_003027,2024-08-16,Account,Low,App,28.38,3.0,Closed
TKT_002594,CUST_003032,2024-06-10,Other,Medium,App,23.53,3.0,Closed
TKT_002595,CUST_003032,2024-08-19,Transaction,Medium,Phone,5.75,2.0,Closed
TKT_002596,CUST_003034,2024-05-05,Account,Medium,Phone,10.4,2.0,Closed
TKT_002597,CUST_003034,2024-09-01,Card,Low,Email,34.42,5.0,Closed
TKT_002598,CUST_003036,2024-07-12,Account,Low,Phone,42.38,3.0,Closed
TKT_002599,CUST_003037,2024-08-30,Transaction,Low,App,16.0,3.0,Closed
TKT_002600,CUST_003037,2024-09-25,Account,Medium,App,12.38,4.0,Closed
